Unnamed: 0;1;2;3;4;5;6
Stemmer svært dårlig;8;11;12;13;15;16
Stemmer ganske dårlig;15;16;18;16;19;18
Stemmer verken dårlig eller godt;32;35;34;33;33;39
Stemmer ganske godt;27;23;19;21;21;16
Stemmer svært godt;8;7.0;8;7.0;4;8
Vet ikke;10;8;9;10;8;3
